symbol,earnings_date,eps_estimate,reported_eps,surprise
ORLY,"Apr 23, 2002, 12 AMEDT",0.16,0.16,-0.64
ORLY,"Feb 26, 2002, 12 AMEST",0.15,0.15,-
ORLY,"Oct 23, 2001, 12 AMEDT",0.19,0.19,+1.06
ORLY,"Jul 23, 2001, 12 AMEDT",0.16,0.17,+5.7
ORLY,"Apr 24, 2001, 12 AMEDT",0.12,0.12,+2.13
ORLY,"Feb 27, 2001, 12 AMEST",0.13,0.09,-29.64
ORLY,"Oct 24, 2000, 12 AMEDT",0.16,0.16,+1.82
PANW,"Aug 18, 2025, 6 AMEDT",-,-,-
PANW,"May 19, 2025, 6 AMEDT",-,-,-
PANW,"Feb 18, 2025, 5 AMEST",-,-,-
PANW,"Nov 13, 2024, 5 AMEST",1.48,-,-
PANW,"Aug 19, 2024, 4 PMEDT",1.41,1.51,+7.17
PANW,"May 20, 2024, 4 PMEDT",1.25,1.32,+5.6
PANW,"Feb 20, 2024, 4 PMEST",1.3,1.46,+12.37
PANW,"Nov 15, 2023, 4 PMEST",1.16,1.38,+18.65
PANW,"Aug 18, 2023, 4 PMEDT",1.28,1.44,+12.15
PANW,"May 23, 2023, 4 PMEDT",0.93,1.1,+17.76
PANW,"Feb 21, 2023, 4 PMEST",0.78,1.05,+35.12
PANW,"Nov 17, 2022, 4 PMEST",0.69,0.83,+20.7
PANW,"Aug 22, 2022, 4 PMEDT",0.76,0.8,+5.03
PANW,"May 19, 2022, 4 PMEDT",0.56,0.6,+6.67
PANW,"Feb 22, 2022, 4 PMEST",0.55,0.58,+5.77
PANW,"Nov 18, 2021, 4 PMEST",0.52,0.55,+4.63
PANW,"Aug 23, 2021, 4 PMEDT",0.48,0.53,+11.48
PANW,"May 20, 2021, 4 PMEDT",0.43,0.46,+7.52
PANW,"Feb 22, 2021, 4 PMEST",0.48,0.52,+8.13
PANW,"Nov 16, 2020, 7 AMEST",0.44,0.54,+21.83
PANW,"Aug 24, 2020, 4 PMEDT",0.46,0.49,+6.36
PANW,"May 21, 2020, 4 PMEDT",0.31,0.39,+24.88
PANW,"Feb 24, 2020, 4 PMEST",0.37,0.4,+5.88
PANW,"Nov 25, 2019, 4 PMEST",0.34,0.35,+1.73
PANW,"Sep 04, 2019, 4 PMEDT",0.47,0.49,+3.76
PANW,"May 29, 2019, 4 PMEDT",0.42,0.44,+5.04
PANW,"Feb 26, 2019, 4 PMEST",0.41,0.5,+24.13
PANW,"Nov 29, 2018, 4 PMEST",0.35,0.39,+10.99
PANW,"Sep 06, 2018, 4 PMEDT",0.39,0.43,+9.69
PANW,"Jun 04, 2018, 7 AMEDT",0.32,0.33,+3.58
PANW,"Feb 26, 2018, 4 PMEST",0.26,0.29,+8.6
PANW,"Nov 20, 2017, 4 PMEST",0.23,0.25,+7.56
PANW,"Aug 31, 2017, 4 PMEDT",0.26,0.31,+16
PANW,"May 31, 2017, 4 PMEDT",0.18,0.2,+10.92
PANW,"Feb 28, 2017, 4 PMEST",0.21,0.21,+0.96
PANW,"Nov 21, 2016, 4 PMEST",0.17,0.18,+4.86
PANW,"Aug 30, 2016, 4 PMEDT",0.17,0.17,+0.88
PANW,"May 26, 2016, 4 PMEDT",0.14,0.14,+1.05
PANW,"Feb 25, 2016, 3 PMEST",0.13,0.13,+2.75
PANW,"Nov 23, 2015, 4 PMEST",0.11,0.12,+9.92
PANW,"Sep 09, 2015, 4 PMEDT",0.08,0.09,+12.2
PANW,"May 27, 2015, 4 PMEDT",0.07,0.08,+15.52
PANW,"Mar 02, 2015, 4 PMEST",0.06,0.06,+12.93
PANW,"Nov 24, 2014, 4 PMEST",0.04,0.05,+23.92
PANW,"Sep 09, 2014, 4 PMEDT",0.04,0.04,+1.8
PANW,"May 28, 2014, 12 AMEDT",0.03,0.04,+12.83
PANW,"Feb 24, 2014, 12 AMEST",0.03,0.03,+12.64
PANW,"Nov 25, 2013, 12 AMEST",0.02,0.03,+8.59
PANW,"Sep 09, 2013, 12 AMEDT",0.02,0.02,-0.5
PANW,"May 30, 2013, 12 AMEDT",0.02,0.02,+14.88
PANW,"Feb 28, 2013, 12 AMEST",0.01,0.02,+23.76
PANW,"Dec 06, 2012, 12 AMEST",0.01,0.01,+23.08
PANW,"Sep 10, 2012, 12 AMEDT",-,0.01,+1739.34
PDD,"Aug 25, 2025, 8 AMEDT",-,-,-
PDD,"May 20, 2025, 8 AMEDT",-,-,-
PDD,"Mar 18, 2025, 8 AMEDT",-,-,-
PDD,"Nov 26, 2024, 8 AMEST",2.77,-,-
PDD,"Aug 26, 2024, 6 AMEDT",19.46,23.24,+19.4
PDD,"May 22, 2024, 6 AMEDT",10.07,20.72,+105.76
PDD,"Mar 20, 2024, 6 AMEDT",11.45,17.32,+51.28
PDD,"Nov 28, 2023, 5 AMEST",8.7,11.61,+33.42
PDD,"Aug 29, 2023, 6 AMEDT",7.28,10.47,+43.88
PDD,"May 26, 2023, 6 AMEDT",3.79,6.92,+82.75
PDD,"Mar 20, 2023, 6 AMEDT",8.3,8.34,+0.43
PDD,"Nov 28, 2022, 6 AMEST",4.69,8.62,+83.81
PDD,"Aug 29, 2022, 6 AMEDT",2.76,7.54,+173.42
PDD,"May 27, 2022, 6 AMEDT",1.69,2.95,+74.68
PDD,"Mar 21, 2022, 7 AMEDT",2.21,5.88,+165.79
PDD,"Nov 26, 2021, 6 AMEST",0.15,2.18,+1365.55
PDD,"Aug 24, 2021, 7 AMEDT",-1.32,2.85,+316.71
PDD,"May 26, 2021, 6 AMEDT",-2.66,-1.52,+42.8
PDD,"Mar 17, 2021, 6 AMEDT",0.08,-0.15,-282.93
PDD,"Nov 12, 2020, 5 AMEST",-1.12,0.33,+129.53
PDD,"Aug 21, 2020, 6 AMEDT",-1.4,-0.06,+95.72
PDD,"May 22, 2020, 6 AMEDT",-1.97,-2.73,-38.36
PDD,"Mar 11, 2020, 5 AMEDT",-1.56,-0.72,+53.85
PDD,"Nov 20, 2019, 5 AMEST",-0.53,-1.44,-169.33
PDD,"Aug 21, 2019, 5 AMEDT",-1.37,-0.36,+73.8
PDD,"May 20, 2019, 5 AMEDT",-1.7,-1.2,+29.58
PDD,"Mar 13, 2019, 6 AMEDT",-1.47,-1.72,-16.61
PDD,"Nov 20, 2018, 5 AMEST",-1.68,-0.68,+59.52
PDD,"Aug 30, 2018, 4 PMEDT",-,-,-
PDD,"Jul 26, 2018, 4 PMEDT",-,-,-
PEP,"Oct 06, 2025, 8 AMEDT",-,-,-
PEP,"Jul 09, 2025, 8 AMEDT",-,-,-
PEP,"Apr 21, 2025, 8 AMEDT",-,-,-
PEP,"Feb 07, 2025, 8 AMEST",1.95,-,-
PEP,"Oct 08, 2024, 6 AMEDT",2.29,2.31,+0.92
PEP,"Jul 11, 2024, 6 AMEDT",2.16,2.28,+5.67
PEP,"Apr 23, 2024, 6 AMEDT",1.52,1.61,+6.07
PEP,"Feb 09, 2024, 6 AMEST",1.72,1.78,+3.55
PEP,"Oct 10, 2023, 6 AMEDT",2.15,2.25,+4.44
PEP,"Jul 13, 2023, 6 AMEDT",1.96,2.09,+6.45
PEP,"Apr 25, 2023, 6 AMEDT",1.39,1.5,+7.97
PEP,"Feb 09, 2023, 6 AMEST",1.65,1.67,+1.24
PEP,"Oct 12, 2022, 6 AMEDT",1.84,1.97,+6.83
PEP,"Jul 12, 2022, 6 AMEDT",1.74,1.86,+7.11
PEP,"Apr 26, 2022, 6 AMEDT",1.23,1.29,+4.6
PEP,"Feb 10, 2022, 6 AMEST",1.52,1.53,+0.92
PEP,"Oct 05, 2021, 6 AMEDT",1.73,1.79,+3.27
PEP,"Jul 13, 2021, 6 AMEDT",1.53,1.72,+12.25
PEP,"Apr 15, 2021, 6 AMEDT",1.12,1.21,+8
PEP,"Feb 11, 2021, 6 AMEST",1.46,1.47,+0.97
PEP,"Oct 01, 2020, 6 AMEDT",1.49,1.66,+11.58
PEP,"Jul 13, 2020, 6 AMEDT",1.25,1.32,+5.47
PEP,"Apr 28, 2020, 6 AMEDT",1.03,1.07,+3.95
PEP,"Feb 13, 2020, 6 AMEST",1.44,1.45,+0.96
PEP,"Oct 03, 2019, 6 AMEDT",1.5,1.56,+3.77
PEP,"Jul 09, 2019, 6 AMEDT",1.5,1.54,+2.71
PEP,"Apr 17, 2019, 6 AMEDT",0.92,0.97,+5.77
PEP,"Feb 15, 2019, 6 AMEST",1.49,1.49,-0.01
PEP,"Oct 02, 2018, 6 AMEDT",1.57,1.59,+1.21
PEP,"Jul 10, 2018, 6 AMEDT",1.52,1.61,+5.79
PEP,"Apr 26, 2018, 6 AMEDT",0.93,0.96,+3.53
PEP,"Feb 13, 2018, 6 AMEST",1.3,1.31,+0.5
PEP,"Oct 04, 2017, 6 AMEDT",1.43,1.48,+3.16
PEP,"Jul 11, 2017, 6 AMEDT",1.4,1.44,+3.12
PEP,"Apr 26, 2017, 6 AMEDT",0.92,0.94,+2.62
PEP,"Feb 15, 2017, 6 AMEST",1.16,1.2,+3.49
PEP,"Sep 29, 2016, 6 AMEDT",1.32,1.4,+6.38
PEP,"Jul 07, 2016, 6 AMEDT",1.3,1.35,+3.93
PEP,"Apr 18, 2016, 6 AMEDT",0.81,0.89,+9.54
PEP,"Feb 11, 2016, 6 AMEST",1.06,1.06,+0.14
PEP,"Oct 06, 2015, 6 AMEDT",1.26,1.35,+6.76
PEP,"Jul 09, 2015, 6 AMEDT",1.24,1.32,+6.38
PEP,"Apr 23, 2015, 7 AMEDT",0.79,0.83,+4.7
PEP,"Feb 11, 2015, 7 AMEST",1.08,1.12,+4.08
PEP,"Oct 09, 2014, 6 AMEDT",1.29,1.36,+5.55
PEP,"Jul 23, 2014, 12 AMEDT",1.23,1.32,+7.19
PEP,"Apr 17, 2014, 12 AMEDT",0.75,0.83,+10.41
PEP,"Feb 13, 2014, 12 AMEST",1.01,1.05,+4.36
PEP,"Oct 16, 2013, 12 AMEDT",1.17,1.24,+5.95
PEP,"Jul 24, 2013, 12 AMEDT",1.19,1.31,+10.26
PEP,"Apr 18, 2013, 12 AMEDT",0.71,0.77,+8.9
PEP,"Feb 14, 2013, 12 AMEST",1.05,1.09,+3.6
PEP,"Oct 17, 2012, 12 AMEDT",1.16,1.2,+3.51
PEP,"Jul 25, 2012, 12 AMEDT",1.09,1.12,+2.42
PEP,"Apr 26, 2012, 12 AMEDT",0.67,0.69,+3.21
PEP,"Feb 09, 2012, 12 AMEST",1.13,1.15,+2.22
PEP,"Oct 12, 2011, 12 AMEDT",1.3,1.31,+1.05
PEP,"Jul 21, 2011, 12 AMEDT",1.21,1.21,+0.22
PEP,"Apr 28, 2011, 12 AMEDT",0.73,0.74,+0.97
PEP,"Feb 10, 2011, 12 AMEST",1.04,1.05,+0.96
PEP,"Oct 07, 2010, 12 AMEDT",1.22,1.22,-0.2
PEP,"Jul 20, 2010, 12 AMEDT",1.08,1.1,+1.96
PEP,"Apr 22, 2010, 12 AMEDT",0.75,0.76,+0.92
PEP,"Feb 11, 2010, 12 AMEST",0.9,0.9,-0.5
PEP,"Oct 08, 2009, 12 AMEDT",1.03,1.08,+5.32
PEP,"Jul 22, 2009, 12 AMEDT",1,1.02,+2.09
PEP,"Apr 20, 2009, 12 AMEDT",0.67,0.71,+6.16
PEP,"Feb 13, 2009, 12 AMEST",0.88,0.88,+0.57
PEP,"Oct 14, 2008, 12 AMEDT",1.08,1.06,-1.93
PEP,"Jul 23, 2008, 12 AMEDT",1.02,1.03,+1.23
PEP,"Apr 24, 2008, 12 AMEDT",0.7,0.7,-0.11
PEP,"Feb 07, 2008, 12 AMEST",0.79,0.8,+0.77
PEP,"Oct 11, 2007, 12 AMEDT",0.96,0.99,+3.21
PEP,"Jul 24, 2007, 12 AMEDT",0.89,0.94,+5.62
PEP,"Apr 25, 2007, 12 AMEDT",0.61,0.65,+7.37
PEP,"Feb 08, 2007, 12 AMEST",0.72,0.72,+0.2
PEP,"Oct 12, 2006, 12 AMEDT",0.86,0.88,+1.82
PEP,"Jul 13, 2006, 12 AMEDT",0.77,0.8,+3.51
PEP,"Apr 26, 2006, 12 AMEDT",0.58,0.6,+3.11
PEP,"Feb 08, 2006, 12 AMEST",0.65,0.65,+0.12
PEP,"Sep 29, 2005, 12 AMEDT",0.73,0.78,+7.03
PEP,"Jul 12, 2005, 12 AMEDT",0.67,0.7,+4.48
PEP,"Apr 14, 2005, 12 AMEDT",0.5,0.53,+5.08
PEP,"Feb 03, 2005, 12 AMEST",0.58,0.58,-0.46
PEP,"Sep 30, 2004, 12 AMEDT",0.65,0.66,+2.23
PEP,"Jul 15, 2004, 12 AMEDT",0.61,0.61,+0.73
PEP,"Apr 15, 2004, 12 AMEDT",0.46,0.46,+0.48
PEP,"Feb 05, 2004, 12 AMEST",0.51,0.52,+1.11
PEP,"Oct 07, 2003, 12 AMEDT",0.62,0.58,-5.95
PEP,"Jul 10, 2003, 12 AMEDT",0.58,0.54,-6.39
PEP,"Apr 17, 2003, 12 AMEDT",0.42,0.4,-5.6
PEP,"Feb 06, 2003, 12 AMEST",0.5,0.5,+0.46
PEP,"Oct 08, 2002, 12 AMEDT",0.55,0.54,-1.34
PEP,"Jul 08, 2002, 12 AMEDT",0.52,0.52,+0.26
PEP,"Apr 23, 2002, 12 AMEDT",0.37,0.38,+2.4
PEP,"Feb 06, 2002, 12 AMEST",0.42,0.42,-0.37
PEP,"Oct 10, 2001, 12 AMEDT",0.46,0.48,+4.54
PEP,"Jul 19, 2001, 12 AMEDT",0.43,0.44,+1.85
PEP,"Apr 23, 2001, 12 AMEDT",0.32,0.34,+4.88
PEP,"Feb 05, 2001, 12 AMEST",0.38,0.38,-0.52
PFE,"Jul 28, 2025, 8 AMEDT",-,-,-
PFE,"Apr 29, 2025, 8 AMEDT",-,-,-
PFE,"Jan 28, 2025, 8 AMEST",-,-,-
PFE,"Oct 29, 2024, 8 AMEDT",0.62,-,-
PFE,"Jul 30, 2024, 6 AMEDT",0.46,0.6,+31.58
PFE,"May 01, 2024, 6 AMEDT",0.52,0.82,+56.58
PFE,"Jan 30, 2024, 6 AMEST",-0.22,0.1,+145.84
PFE,"Oct 31, 2023, 6 AMEDT",-0.34,-0.17,+49.39
PFE,"Aug 01, 2023, 6 AMEDT",0.57,0.67,+18.02
PFE,"May 02, 2023, 6 AMEDT",0.98,1.23,+25.81
PFE,"Jan 31, 2023, 6 AMEST",1.05,1.14,+8.78
PFE,"Nov 01, 2022, 6 AMEDT",1.39,1.78,+28.3
PFE,"Jul 28, 2022, 6 AMEDT",1.78,2.04,+14.51
PFE,"May 03, 2022, 5 AMEDT",1.47,1.67,+13.33
PFE,"Feb 08, 2022, 6 AMEST",0.87,1.08,+24.74
PFE,"Nov 02, 2021, 6 AMEDT",1.09,1.34,+23.34
PFE,"Jul 28, 2021, 6 AMEDT",0.97,1.07,+10.25
PFE,"May 04, 2021, 6 AMEDT",0.77,0.93,+20.3
PFE,"Feb 02, 2021, 6 AMEST",0.48,0.42,-12.99
PFE,"Oct 27, 2020, 6 AMEDT",0.71,0.72,+0.85
PFE,"Jul 28, 2020, 6 AMEDT",0.66,0.78,+17.58
PFE,"Apr 28, 2020, 6 AMEDT",0.73,0.8,+8.93
PFE,"Jan 28, 2020, 6 AMEST",0.58,0.55,-4.39
PFE,"Oct 29, 2019, 6 AMEDT",0.62,0.75,+21.32
PFE,"Jul 29, 2019, 6 AMEDT",0.75,0.8,+6.3
PFE,"Apr 30, 2019, 6 AMEDT",0.75,0.85,+13.14
PFE,"Jan 29, 2019, 6 AMEST",0.63,0.64,+1.19
PFE,"Oct 30, 2018, 6 AMEDT",0.75,0.78,+4.52
PFE,"Jul 31, 2018, 6 AMEDT",0.74,0.81,+8.84
PFE,"May 01, 2018, 6 AMEDT",0.74,0.77,+3.39
PFE,"Jan 30, 2018, 6 AMEST",0.56,0.62,+10.37
PFE,"Oct 31, 2017, 6 AMEDT",0.64,0.67,+3.9
PFE,"Aug 01, 2017, 6 AMEDT",0.66,0.67,+1.89
PFE,"May 02, 2017, 6 AMEDT",0.67,0.69,+2.73
PFE,"Jan 31, 2017, 6 AMEST",0.5,0.47,-6.08
PFE,"Nov 01, 2016, 6 AMEDT",0.62,0.61,-1.06
PFE,"Aug 02, 2016, 6 AMEDT",0.62,0.64,+2.62
PFE,"May 03, 2016, 6 AMEDT",0.55,0.67,+21.42
PFE,"Feb 02, 2016, 6 AMEST",0.52,0.53,+1.66
PFE,"Oct 27, 2015, 6 AMEDT",0.51,0.6,+18.47
PFE,"Jul 28, 2015, 7 AMEDT",0.52,0.56,+8.68
PFE,"Apr 28, 2015, 7 AMEDT",0.49,0.51,+3.34
PFE,"Jan 27, 2015, 7 AMEST",0.53,0.54,+2.2
PFE,"Oct 28, 2014, 7 AMEDT",0.55,0.57,+3.22
PFE,"Jul 29, 2014, 12 AMEDT",0.57,0.58,+2.55
PFE,"May 05, 2014, 12 AMEDT",0.55,0.57,+3.12
PFE,"Jan 28, 2014, 12 AMEST",0.52,0.56,+7.12
PFE,"Oct 29, 2013, 12 AMEDT",0.56,0.58,+3.89
PFE,"Jul 30, 2013, 12 AMEDT",0.55,0.56,+1.69
PFE,"Apr 30, 2013, 12 AMEDT",0.55,0.54,-2.68
PFE,"Jan 29, 2013, 12 AMEST",0.44,0.47,+6.36
PFE,"Nov 01, 2012, 12 AMEDT",0.53,0.53,+0.95
PFE,"Jul 31, 2012, 12 AMEDT",0.54,0.62,+14.21
PFE,"May 01, 2012, 12 AMEDT",0.56,0.58,+2.92
PFE,"Jan 31, 2012, 12 AMEST",0.47,0.5,+6.63
PFE,"Nov 01, 2011, 12 AMEDT",0.56,0.62,+11.66
PFE,"Aug 02, 2011, 12 AMEDT",0.59,0.6,+2.13
PFE,"May 03, 2011, 12 AMEDT",0.59,0.6,+2.51
PFE,"Feb 01, 2011, 12 AMEST",0.46,0.47,+2.53
PFE,"Nov 02, 2010, 12 AMEDT",0.51,0.54,+5.76
PFE,"Aug 03, 2010, 12 AMEDT",0.52,0.62,+18.98
PFE,"May 04, 2010, 12 AMEDT",0.53,0.6,+13.07
PFE,"Feb 03, 2010, 12 AMEST",0.5,0.49,-2.64
PFE,"Oct 20, 2009, 12 AMEDT",0.48,0.51,+5.75
PFE,"Jul 22, 2009, 12 AMEDT",0.47,0.48,+2.3
PFE,"Apr 28, 2009, 12 AMEDT",0.49,0.54,+10.71
PFE,"Jan 26, 2009, 12 AMEST",0.59,0.65,+9.74
PFE,"Oct 21, 2008, 12 AMEDT",0.6,0.62,+3.19
PFE,"Jul 23, 2008, 12 AMEDT",0.54,0.55,+1.72
PFE,"Apr 17, 2008, 12 AMEDT",0.66,0.61,-7.66
PFE,"Jan 23, 2008, 12 AMEST",0.47,0.52,+11.3
PFE,"Oct 18, 2007, 12 AMEDT",0.53,0.58,+10.48
PFE,"Jul 18, 2007, 12 AMEDT",0.5,0.42,-15.58
PFE,"Apr 20, 2007, 12 AMEDT",0.57,0.68,+18.95
PFE,"Jan 22, 2007, 12 AMEST",0.42,0.43,+2.15
PFE,"Oct 19, 2006, 12 AMEDT",0.45,0.54,+19.85
PFE,"Jul 20, 2006, 12 AMEDT",0.48,0.5,+4.81
PFE,"Apr 19, 2006, 12 AMEDT",0.53,0.61,+15.61
PFE,"Jan 19, 2006, 12 AMEST",0.42,0.51,+20.74
PFE,"Oct 20, 2005, 12 AMEDT",0.48,0.51,+6.94
PFE,"Jul 20, 2005, 12 AMEDT",0.44,0.46,+3.91
PFE,"Apr 19, 2005, 12 AMEDT",0.53,0.54,+1.96
PFE,"Jan 19, 2005, 12 AMEST",0.59,0.58,-1.63
PFE,"Oct 20, 2004, 12 AMEDT",0.54,0.55,+1.93
PFE,"Jul 21, 2004, 12 AMEDT",0.47,0.47,+1.03
PFE,"Apr 20, 2004, 12 AMEDT",0.51,0.52,+2.55
PFE,"Jan 22, 2004, 12 AMEST",0.51,0.53,+3.4
PFE,"Oct 22, 2003, 12 AMEDT",0.44,0.47,+6.91
PFE,"Jul 25, 2003, 12 AMEDT",0.29,0.3,+3.29
PFE,"Apr 22, 2003, 12 AMEDT",0.44,0.45,+2.94
PFE,"Jan 22, 2003, 12 AMEST",0.47,0.48,+2.03
PFE,"Oct 16, 2002, 12 AMEDT",0.39,0.39,+1.08
PFE,"Jul 15, 2002, 12 AMEDT",0.32,0.33,+2.02
PFE,"Apr 17, 2002, 12 AMEDT",0.39,0.39,-0.81
PFE,"Jan 23, 2002, 12 AMEST",0.34,0.34,-0.7
PFE,"Oct 17, 2001, 12 AMEDT",0.33,0.34,+3.53
PFE,"Jul 17, 2001, 12 AMEDT",0.29,0.3,+2.13
PFE,"Apr 18, 2001, 12 AMEDT",0.31,0.33,+6.94
PFE,"Jan 24, 2001, 12 AMEST",0.27,0.27,-0.92
PFE,"Oct 24, 2000, 12 AMEDT",0.26,0.27,+5.19
PG,"Oct 16, 2025, 8 AMEDT",-,-,-
PG,"Jul 28, 2025, 8 AMEDT",-,-,-
PG,"Apr 17, 2025, 8 AMEDT",-,-,-
PG,"Jan 21, 2025, 8 AMEST",1.9,-,-
PG,"Oct 18, 2024, 7 AMEDT",1.9,1.93,+1.69
PG,"Jul 30, 2024, 6 AMEDT",1.37,1.4,+2.01
PG,"Apr 19, 2024, 6 AMEDT",1.41,1.52,+7.5
PG,"Jan 23, 2024, 6 AMEST",1.7,1.84,+8.36
PG,"Oct 18, 2023, 6 AMEDT",1.72,1.83,+6.41
PG,"Jul 28, 2023, 6 AMEDT",1.32,1.37,+3.61
PG,"Apr 21, 2023, 6 AMEDT",1.32,1.37,+3.63
PG,"Jan 19, 2023, 6 AMEST",1.59,1.59,+0.03
PG,"Oct 19, 2022, 6 AMEDT",1.54,1.57,+1.82
PG,"Jul 29, 2022, 6 AMEDT",1.22,1.21,-1
PG,"Apr 20, 2022, 6 AMEDT",1.29,1.33,+2.79
PG,"Jan 19, 2022, 6 AMEST",1.65,1.66,+0.4
PG,"Oct 19, 2021, 7 AMEDT",1.59,1.61,+1.22
PG,"Jul 30, 2021, 6 AMEDT",1.08,1.13,+4.29
PG,"Apr 20, 2021, 7 AMEDT",1.19,1.26,+6.11
PG,"Jan 20, 2021, 7 AMEST",1.51,1.64,+8.69
PG,"Oct 20, 2020, 7 AMEDT",1.42,1.63,+14.94
PG,"Jul 30, 2020, 7 AMEDT",1.01,1.16,+14.73
PG,"Apr 17, 2020, 7 AMEDT",1.13,1.17,+3.38
PG,"Jan 23, 2020, 7 AMEST",1.37,1.42,+3.55
PG,"Oct 22, 2019, 7 AMEDT",1.24,1.37,+10.28
PG,"Jul 30, 2019, 6 AMEDT",1.05,1.1,+4.56
PG,"Apr 23, 2019, 7 AMEDT",1.03,1.06,+2.6
PG,"Jan 23, 2019, 7 AMEST",1.21,1.25,+3.34
PG,"Oct 19, 2018, 7 AMEDT",1.09,1.12,+2.54
PG,"Jul 31, 2018, 7 AMEDT",0.9,0.94,+4.45
PG,"Apr 19, 2018, 7 AMEDT",0.98,1,+1.75
PG,"Jan 23, 2018, 7 AMEST",1.14,1.19,+4.2
PG,"Oct 20, 2017, 7 AMEDT",1.08,1.09,+1.27
PG,"Jul 27, 2017, 7 AMEDT",0.78,0.85,+8.61
PG,"Apr 26, 2017, 7 AMEDT",0.94,0.96,+2.18
PG,"Jan 20, 2017, 7 AMEST",1.06,1.08,+1.59
PG,"Oct 25, 2016, 7 AMEDT",0.98,1.03,+5.41
PG,"Aug 02, 2016, 7 AMEDT",0.74,0.79,+6.18
PG,"Apr 26, 2016, 7 AMEDT",0.82,0.86,+5.35
PG,"Jan 26, 2016, 7 AMEST",0.98,1.04,+6.29
PG,"Oct 23, 2015, 7 AMEDT",0.95,0.98,+3.61
PG,"Jul 30, 2015, 7 AMEDT",0.95,1,+5.75
PG,"Apr 23, 2015, 6 AMEDT",0.92,0.92,-0.41
PG,"Jan 27, 2015, 7 AMEST",1.13,1.06,-6.22
PG,"Oct 24, 2014, 7 AMEDT",1.07,1.07,-0.22
PG,"Aug 01, 2014, 12 AMEDT",0.91,0.95,+4.62
PG,"Apr 23, 2014, 12 AMEDT",1.01,1.04,+2.47
PG,"Jan 24, 2014, 12 AMEST",1.2,1.21,+0.97
PG,"Oct 25, 2013, 12 AMEDT",1.05,1.05,-0.24
PG,"Aug 01, 2013, 12 AMEDT",0.77,0.79,+2.6
PG,"Apr 24, 2013, 12 AMEDT",0.96,0.99,+3.49
PG,"Jan 25, 2013, 12 AMEST",1.11,1.22,+9.78
PG,"Oct 25, 2012, 12 AMEDT",0.96,1.06,+10.52
PG,"Aug 03, 2012, 12 AMEDT",0.77,0.82,+6.49
PG,"Apr 27, 2012, 12 AMEDT",0.93,0.94,+1.19
PG,"Jan 27, 2012, 12 AMEST",1.08,1.1,+1.81
PG,"Oct 27, 2011, 12 AMEDT",1.03,1.03,+0.22
PG,"Aug 05, 2011, 12 AMEDT",0.82,0.84,+1.93
PG,"Apr 28, 2011, 12 AMEDT",0.97,0.96,-0.82
PG,"Jan 27, 2011, 12 AMEST",1.1,1.13,+2.81
PG,"Oct 27, 2010, 12 AMEDT",1,1.02,+2.44
PG,"Aug 03, 2010, 12 AMEDT",0.73,0.71,-2.94
PG,"Apr 29, 2010, 12 AMEDT",0.82,0.83,+1.72
PG,"Jan 28, 2010, 12 AMEST",1.42,1.49,+4.59
PG,"Oct 29, 2009, 12 AMEDT",0.99,1.06,+7.36
PG,"Aug 05, 2009, 12 AMEDT",0.79,0.8,+1.64
PG,"Apr 30, 2009, 12 AMEDT",0.8,0.84,+4.76
PG,"Jan 30, 2009, 12 AMEST",1.58,1.58,-0.19
PG,"Oct 29, 2008, 12 AMEDT",0.98,1.03,+4.81
PG,"Aug 05, 2008, 12 AMEDT",0.78,0.92,+18.23
PG,"Apr 30, 2008, 12 AMEDT",0.81,0.82,+1.55
PG,"Jan 31, 2008, 12 AMEST",0.97,0.98,+1.42
PG,"Oct 30, 2007, 12 AMEDT",0.89,0.92,+2.83
PG,"Aug 03, 2007, 12 AMEDT",0.66,0.67,+1.42
PG,"May 01, 2007, 12 AMEDT",0.74,0.74,-0.17
PG,"Jan 30, 2007, 12 AMEST",0.83,0.84,+0.67
PG,"Oct 31, 2006, 12 AMEST",0.78,0.79,+1.28
PG,"Aug 02, 2006, 12 AMEDT",0.54,0.55,+2.63
PG,"May 03, 2006, 12 AMEDT",0.61,0.63,+3.7
PG,"Jan 27, 2006, 12 AMEST",0.69,0.72,+4.92
PG,"Nov 01, 2005, 12 AMEST",0.76,0.77,+1.54
PG,"Aug 01, 2005, 12 AMEDT",0.55,0.56,+1.06
PG,"Apr 28, 2005, 12 AMEDT",0.61,0.63,+2.49
PG,"Jan 27, 2005, 12 AMEST",0.72,0.74,+2.78
PG,"Oct 27, 2004, 12 AMEDT",0.72,0.73,+1.58
PG,"Aug 02, 2004, 12 AMEDT",0.48,0.5,+3.24
PG,"Apr 30, 2004, 12 AMEDT",0.54,0.55,+1.19
PG,"Jan 28, 2004, 12 AMEST",0.64,0.65,+1.19
PG,"Oct 27, 2003, 12 AMEST",0.63,0.63,+0.73
PG,"Jul 31, 2003, 12 AMEDT",0.43,0.43,-
PG,"Apr 28, 2003, 12 AMEDT",0.48,0.48,+0.23
PG,"Jan 28, 2003, 12 AMEST",0.56,0.56,+1.16
PG,"Oct 29, 2002, 12 AMEST",0.55,0.56,+1.63
PG,"Aug 05, 2002, 12 AMEDT",0.37,0.38,+1.95
PG,"Apr 30, 2002, 12 AMEDT",0.41,0.42,+1.31
PG,"Jan 31, 2002, 12 AMEST",0.51,0.51,-0.28
PG,"Oct 30, 2001, 12 AMEST",0.47,0.48,+2.99
PG,"Aug 07, 2001, 12 AMEDT",0.29,0.3,+2.27
